0.0
8.6
6.7
6.0
5.3
4.3
2.6
2.6
2.6
2.5
2.5
1.0
0.84
0.37
0.26
0.099
0.018
0.005
0.004
0.003
0.002
0.002
0.002
0.000872
0.000512
0.000192
0.000111
5.73e-05
1.1e-05
5.1e-06
1.84e-06
1.21e-06
1.6e-08
1.28e-08
4.7e-15
1.67e-16
2.46e-19
1.13e-19
7.32e-20
2.8800000000000002e-21
9.81e-22
8.379999999999999e-28
5.0899999999999995e-28
1.11e-33
4.73e-44
1.3999999999999999e-45
1.29e-68
8.43e-78
8.43e-78
4.35e-86
2.5e-93
1.29e-94
2.17e-174
